,words,freqs,year
68,work,0.1887763857902866,2015
69,help,0.1887763857902866,2015
70,make,0.1887763857902866,2015
71,important,0.1887763857902866,2015
72,Plan,0.1887763857902866,2015
73,process,0.1887763857902866,2015
74,2,0.1716148961729878,2015
75,crisis,0.1716148961729878,2015
76,expected,0.1716148961729878,2015
77,improve,0.1716148961729878,2015
78,years,0.1716148961729878,2015
79,jobs,0.1716148961729878,2015
80,play,0.1716148961729878,2015
81,key,0.1716148961729878,2015
82,three,0.1716148961729878,2015
83,support,0.1716148961729878,2015
84,innovation,0.1716148961729878,2015
85,Parliament,0.1716148961729878,2015
86,recommendations,0.1716148961729878,2015
87,There,0.15445340655568904,2015
88,government,0.15445340655568904,2015
89,At,0.15445340655568904,2015
90,``,0.15445340655568904,2015
91,'',0.15445340655568904,2015
92,together,0.15445340655568904,2015
93,area,0.15445340655568904,2015
94,2013,0.15445340655568904,2015
95,number,0.15445340655568904,2015
96,l,0.15445340655568904,2015
97,overall,0.15445340655568904,2015
98,measures,0.15445340655568904,2015
99,additional,0.15445340655568904,2015
100,areas,0.15445340655568904,2015
101,digital,0.15445340655568904,2015
102,quality,0.15445340655568904,2015
103,reform,0.15445340655568904,2015
104,use,0.15445340655568904,2015
105,th,0.15445340655568904,2015
106,partners,0.15445340655568904,2015
107,including,0.15445340655568904,2015
108,3,0.13729191693839024,2015
109,markets,0.13729191693839024,2015
110,must,0.13729191693839024,2015
111,developments,0.13729191693839024,2015
112,countries,0.13729191693839024,2015
113,1,0.13729191693839024,2015
114,ng,0.13729191693839024,2015
115,impact,0.13729191693839024,2015
116,integrated,0.13729191693839024,2015
117,nd,0.13729191693839024,2015
118,business,0.13729191693839024,2015
119,still,0.13729191693839024,2015
120,finance,0.13729191693839024,2015
121,efficient,0.13729191693839024,2015
122,ensure,0.13729191693839024,2015
123,authorities,0.13729191693839024,2015
124,EUROPEAN,0.12013042732109147,2015
125,create,0.12013042732109147,2015
126,recovery,0.12013042732109147,2015
127,reduce,0.12013042732109147,2015
128,unemployment,0.12013042732109147,2015
129,productivity,0.12013042732109147,2015
130,notably,0.12013042732109147,2015
131,al,0.12013042732109147,2015
132,right,0.12013042732109147,2015
133,documents,0.12013042732109147,2015
134,increase,0.12013042732109147,2015
135,4,0.12013042732109147,2015
136,potential,0.12013042732109147,2015
137,policies,0.12013042732109147,2015
138,growth-friendly,0.12013042732109147,2015
139,regional,0.12013042732109147,2015
140,full,0.12013042732109147,2015
141,part,0.12013042732109147,2015
142,Parliaments,0.12013042732109147,2015
143,clear,0.12013042732109147,2015
144,existing,0.12013042732109147,2015
145,sector,0.12013042732109147,2015
146,infrastructure,0.12013042732109147,2015
147,2020,0.12013042732109147,2015
148,focus,0.12013042732109147,2015
149,framework,0.12013042732109147,2015
150,sectors,0.12013042732109147,2015
151,regulatory,0.12013042732109147,2015
152,legislation,0.12013042732109147,2015
153,sustainable,0.10296893770379267,2015
154,efforts,0.10296893770379267,2015
155,While,0.10296893770379267,2015
156,confidence,0.10296893770379267,2015
157,job,0.10296893770379267,2015
158,first,0.10296893770379267,2015
159,euro,0.10296893770379267,2015
160,5,0.10296893770379267,2015
161,tion,0.10296893770379267,2015
162,continue,0.10296893770379267,2015
163,significant,0.10296893770379267,2015
164,challenge,0.10296893770379267,2015
165,requires,0.10296893770379267,2015
166,enhance,0.10296893770379267,2015
167,least,0.10296893770379267,2015
168,315,0.10296893770379267,2015
169,provide,0.10296893770379267,2015
170,investments,0.10296893770379267,2015
171,However,0.10296893770379267,2015
172,challenges,0.10296893770379267,2015
173,would,0.10296893770379267,2015
174,budgets,0.10296893770379267,2015
175,Funds,0.10296893770379267,2015
176,coming,0.10296893770379267,2015
177,programmes,0.10296893770379267,2015
178,research,0.10296893770379267,2015
179,r,0.10296893770379267,2015
180,means,0.10296893770379267,2015
181,increasing,0.10296893770379267,2015
182,Improving,0.10296893770379267,2015
183,State,0.10296893770379267,2015
184,product,0.10296893770379267,2015
185,goods,0.10296893770379267,2015
186,put,0.10296893770379267,2015
187,protection,0.10296893770379267,2015
188,following,0.10296893770379267,2015
189,requirements,0.10296893770379267,2015
190,burden,0.10296893770379267,2015
191,budgetary,0.10296893770379267,2015
192,discussion,0.10296893770379267,2015
193,TO,0.0858074480864939,2015
194,AND,0.0858074480864939,2015
195,one,0.0858074480864939,2015
196,domestic,0.0858074480864939,2015
197,commitment,0.0858074480864939,2015
198,low,0.0858074480864939,2015
199,long-term,0.0858074480864939,2015
200,trends,0.0858074480864939,2015
201,creation,0.0858074480864939,2015
202,change,0.0858074480864939,2015
203,Box,0.0858074480864939,2015
204,forecast,0.0858074480864939,2015
205,GDP,0.0858074480864939,2015
206,demand,0.0858074480864939,2015
207,For,0.0858074480864939,2015
208,15,0.0858074480864939,2015
209,Spain,0.0858074480864939,2015
210,http,0.0858074480864939,2015
211,se,0.0858074480864939,2015
212,two,0.0858074480864939,2015
213,main,0.0858074480864939,2015
214,progress,0.0858074480864939,2015
215,become,0.0858074480864939,2015
216,Structural,0.0858074480864939,2015
217,context,0.0858074480864939,2015
218,responsibility,0.0858074480864939,2015
219,taken,0.0858074480864939,2015
220,ing,0.0858074480864939,2015
221,2012,0.0858074480864939,2015
222,way,0.0858074480864939,2015
223,take,0.0858074480864939,2015
224,country,0.0858074480864939,2015
225,essential,0.0858074480864939,2015
226,ownership,0.0858074480864939,2015
227,le,0.0858074480864939,2015
228,consolidation,0.0858074480864939,2015
229,space,0.0858074480864939,2015
230,making,0.0858074480864939,2015
231,working,0.0858074480864939,2015
232,er,0.0858074480864939,2015
233,6,0.0858074480864939,2015
234,possible,0.0858074480864939,2015
235,flexibility,0.0858074480864939,2015
236,rules,0.0858074480864939,2015
237,Pact,0.0858074480864939,2015
238,less,0.0858074480864939,2015
239,As,0.0858074480864939,2015
240,Italy,0.0858074480864939,2015
241,many,0.0858074480864939,2015
242,real,0.0858074480864939,2015
243,expenditure,0.0858074480864939,2015
244,actors,0.0858074480864939,2015
245,Eu,0.0858074480864939,2015
246,ropean,0.0858074480864939,2015
247,institutions,0.0858074480864939,2015
248,EIB,0.0858074480864939,2015
249,Fund,0.0858074480864939,2015
250,Me,0.0858074480864939,2015
251,mber,0.0858074480864939,2015
252,able,0.0858074480864939,2015
253,used,0.0858074480864939,2015
254,innovative,0.0858074480864939,2015
255,ensuring,0.0858074480864939,2015
256,network,0.0858074480864939,2015
257,access,0.0858074480864939,2015
258,ambitious,0.0858074480864939,2015
259,remains,0.0858074480864939,2015
260,Digital,0.0858074480864939,2015
261,allow,0.0858074480864939,2015
262,provided,0.0858074480864939,2015
263,review,0.0858074480864939,2015
264,assessment,0.0858074480864939,2015
265,barriers,0.0858074480864939,2015
266,contribute,0.0858074480864939,2015
267,employment,0.0858074480864939,2015
268,reformed,0.0858074480864939,2015
269,targeted,0.0858074480864939,2015
270,professions,0.0858074480864939,2015
271,involvement,0.0858074480864939,2015
272,pension,0.0858074480864939,2015
273,Directive,0.0858074480864939,2015
274,governance,0.0858074480864939,2015
275,strategy,0.0858074480864939,2015
276,June,0.0858074480864939,2015
277,proposed,0.0858074480864939,2015
278,presented,0.0858074480864939,2015
279,COM,0.06864595846919512,2015
280,BANK,0.06864595846919512,2015
281,COMMITTEE,0.06864595846919512,2015
282,done,0.06864595846919512,2015
283,future,0.06864595846919512,2015
284,spring,0.06864595846919512,2015
285,effort,0.06864595846919512,2015
286,global,0.06864595846919512,2015
287,large,0.06864595846919512,2015
288,imbalances,0.06864595846919512,2015
289,priority,0.06864595846919512,2015
290,autumn,0.06864595846919512,2015
291,activity,0.06864595846919512,2015
292,million,0.06864595846919512,2015
293,prices,0.06864595846919512,2015
294,2011,0.06864595846919512,2015
295,towards,0.06864595846919512,2015
296,risk,0.06864595846919512,2015
297,close,0.06864595846919512,2015
298,started,0.06864595846919512,2015
299,pillars,0.06864595846919512,2015
300,boost,0.06864595846919512,2015
301,period,0.06864595846919512,2015
302,deficit,0.06864595846919512,2015
303,situation,0.06864595846919512,2015
304,productive,0.06864595846919512,2015
305,system,0.06864595846919512,2015
306,An,0.06864595846919512,2015
307,action,0.06864595846919512,2015
308,strong,0.06864595846919512,2015
309,finances,0.06864595846919512,2015
310,implement,0.06864595846919512,2015
311,reinforce,0.06864595846919512,2015
312,coordination,0.06864595846919512,2015
313,strengthen,0.06864595846919512,2015
314,guidance,0.06864595846919512,2015
315,Stability,0.06864595846919512,2015
316,recently,0.06864595846919512,2015
317,average,0.06864595846919512,2015
318,nt,0.06864595846919512,2015
319,capital,0.06864595846919512,2015
320,companies,0.06864595846919512,2015
321,Our,0.06864595846919512,2015
322,7,0.06864595846919512,2015
323,ages,0.06864595846919512,2015
324,competitiveness,0.06864595846919512,2015
325,performance,0.06864595846919512,2015
326,fi,0.06864595846919512,2015
327,limited,0.06864595846919512,2015
328,instruments,0.06864595846919512,2015
329,SMEs,0.06864595846919512,2015
330,10,0.06864595846919512,2015
331,end,0.06864595846919512,2015
332,8,0.06864595846919512,2015
333,stakeholders,0.06864595846919512,2015
334,position,0.06864595846919512,2015
335,education,0.06864595846919512,2015
336,recent,0.06864595846919512,2015
337,meeting,0.06864595846919512,2015
338,',0.06864595846919512,2015
339,established,0.06864595846919512,2015
340,accountability,0.06864595846919512,2015
341,Measures,0.06864595846919512,2015
342,based,0.06864595846919512,2015
343,Union,0.06864595846919512,2015
344,benefits,0.06864595846919512,2015
345,Single,0.06864595846919512,2015
346,Market,0.06864595846919512,2015
347,could,0.06864595846919512,2015
348,society,0.06864595846919512,2015
349,Only,0.06864595846919512,2015
350,line,0.06864595846919512,2015
351,needed,0.06864595846919512,2015
352,required,0.06864595846919512,2015
353,hand,0.06864595846919512,2015
354,sustainability,0.06864595846919512,2015
355,movement,0.06864595846919512,2015
356,Public,0.06864595846919512,2015
357,Employment,0.06864595846919512,2015
358,early,0.06864595846919512,2015
359,transparency,0.06864595846919512,2015
360,address,0.06864595846919512,2015
361,relevant,0.06864595846919512,2015
362,positive,0.06864595846919512,2015
363,c,0.06864595846919512,2015
364,skills,0.06864595846919512,2015
365,people,0.06864595846919512,2015
366,health,0.06864595846919512,2015
367,care,0.06864595846919512,2015
368,enhanced,0.06864595846919512,2015
369,On,0.06864595846919512,2015
370,functioning,0.06864595846919512,2015
371,provides,0.06864595846919512,2015
372,administrative,0.06864595846919512,2015
373,R,0.06864595846919512,2015
374,&,0.06864595846919512,2015
375,I,0.06864595846919512,2015
376,analysis,0.06864595846919512,2015
377,COMMISSION,0.05148446885189634,2015
378,INVESTMENT,0.05148446885189634,2015
379,come,0.05148446885189634,2015
380,current,0.05148446885189634,2015
381,faster,0.05148446885189634,2015
382,macroeconomic,0.05148446885189634,2015
383,outlook,0.05148446885189634,2015
384,institutional,0.05148446885189634,2015
385,gains,0.05148446885189634,2015
386,resources,0.05148446885189634,2015
387,urgent,0.05148446885189634,2015
388,accompanying,0.05148446885189634,2015
389,sets,0.05148446885189634,2015
390,Political,0.05148446885189634,2015
391,Guidelines,0.05148446885189634,2015
392,whole,0.05148446885189634,2015
393,respectively,0.05148446885189634,2015
394,Unemployment,0.05148446885189634,2015
395,24,0.05148446885189634,2015
396,co,0.05148446885189634,2015
397,lead,0.05148446885189634,2015
398,1.6,0.05148446885189634,2015
399,July,0.05148446885189634,2015
400,November,0.05148446885189634,2015
401,strengthening,0.05148446885189634,2015
402,peak,0.05148446885189634,2015
403,higher,0.05148446885189634,2015
404,development,0.05148446885189634,2015
405,economies,0.05148446885189634,2015
406,monetary,0.05148446885189634,2015
407,tackle,0.05148446885189634,2015
408,supply,0.05148446885189634,2015
409,n,0.05148446885189634,2015
410,within,0.05148446885189634,2015
411,Bank,0.05148446885189634,2015
412,ECB,0.05148446885189634,2015
413,Euro,0.05148446885189634,2015
414,conditions,0.05148446885189634,2015
415,programme,0.05148446885189634,2015
416,October,0.05148446885189634,2015
417,ed,0.05148446885189634,2015
418,balance,0.05148446885189634,2015
419,size,0.05148446885189634,2015
420,These,0.05148446885189634,2015
421,Given,0.05148446885189634,2015
422,remaining,0.05148446885189634,2015
423,significantly,0.05148446885189634,2015
424,renewed,0.05148446885189634,2015
425,stimulate,0.05148446885189634,2015
426,nati,0.05148446885189634,2015
427,onal,0.05148446885189634,2015
428,offers,0.05148446885189634,2015
429,long,0.05148446885189634,2015
430,term,0.05148446885189634,2015
431,differentiated,0.05148446885189634,2015
432,emphasis,0.05148446885189634,2015
433,Moreover,0.05148446885189634,2015
434,revenues,0.05148446885189634,2015
435,restore,0.05148446885189634,2015
436,reinforcing,0.05148446885189634,2015
437,To,0.05148446885189634,2015
438,proposes,0.05148446885189634,2015
439,best,0.05148446885189634,2015
440,built,0.05148446885189634,2015
441,aim,0.05148446885189634,2015
442,see,0.05148446885189634,2015
443,points,0.05148446885189634,2015
444,ar,0.05148446885189634,2015
445,sources,0.05148446885189634,2015
446,transport,0.05148446885189634,2015
447,centres,0.05148446885189634,2015
448,weighing,0.05148446885189634,2015
449,capacity,0.05148446885189634,2015
450,businesses,0.05148446885189634,2015
451,regions,0.05148446885189634,2015
452,projects,0.05148446885189634,2015
453,National,0.05148446885189634,2015
454,boosting,0.05148446885189634,2015
455,invest,0.05148446885189634,2015
456,prioritise,0.05148446885189634,2015
457,months,0.05148446885189634,2015
458,2014-2020,0.05148446885189634,2015
459,available,0.05148446885189634,2015
460,Investments,0.05148446885189634,2015
461,investors,0.05148446885189634,2015
462,taking,0.05148446885189634,2015
463,account,0.05148446885189634,2015
464,procedures,0.05148446885189634,2015
465,sure,0.05148446885189634,2015
466,set,0.05148446885189634,2015
467,funds,0.05148446885189634,2015
468,December,0.05148446885189634,2015
469,9,0.05148446885189634,2015
470,engage,0.05148446885189634,2015
471,move,0.05148446885189634,2015
472,complete,0.05148446885189634,2015
473,particularly,0.05148446885189634,2015
474,refo,0.05148446885189634,2015
475,consumers,0.05148446885189634,2015
476,value,0.05148446885189634,2015
477,modern,0.05148446885189634,2015
478,delivering,0.05148446885189634,2015
479,12,0.05148446885189634,2015
480,general,0.05148446885189634,2015
481,cooperation,0.05148446885189634,2015
482,economi,0.05148446885189634,2015
483,es,0.05148446885189634,2015
484,negative,0.05148446885189634,2015
485,reducing,0.05148446885189634,2015
486,Memb,0.05148446885189634,2015
487,11,0.05148446885189634,2015
488,free,0.05148446885189634,2015
489,competition,0.05148446885189634,2015
490,permanent,0.05148446885189634,2015
491,made,0.05148446885189634,2015
492,wages,0.05148446885189634,2015
493,introduced,0.05148446885189634,2015
494,regulated,0.05148446885189634,2015
495,adopted,0.05148446885189634,2015
496,already,0.05148446885189634,2015
497,remove,0.05148446885189634,2015
498,obstacles,0.05148446885189634,2015
499,currently,0.05148446885189634,2015
500,mobility,0.05148446885189634,2015
501,training,0.05148446885189634,2015
502,adequate,0.05148446885189634,2015
503,different,0.05148446885189634,2015
504,Programmes,0.05148446885189634,2015
505,ers,0.05148446885189634,2015
506,pr,0.05148446885189634,2015
507,w,0.05148446885189634,2015
508,ith,0.05148446885189634,2015
509,cases,0.05148446885189634,2015
510,retirement,0.05148446885189634,2015
511,view,0.05148446885189634,2015
512,life,0.05148446885189634,2015
513,Services,0.05148446885189634,2015
514,ation,0.05148446885189634,2015
515,lack,0.05148446885189634,2015
516,spending,0.05148446885189634,2015
517,greater,0.05148446885189634,2015
518,frameworks,0.05148446885189634,2015
519,Economic,0.05148446885189634,2015
520,pace,0.05148446885189634,2015
521,administration,0.05148446885189634,2015
522,enhancing,0.05148446885189634,2015
523,composition,0.05148446885189634,2015
524,taxes,0.05148446885189634,2015
525,side,0.05148446885189634,2015
526,draft,0.05148446885189634,2015
527,political,0.05148446885189634,2015
528,debates,0.05148446885189634,2015
529,debate,0.05148446885189634,2015
530,reporting,0.05148446885189634,2015
531,feedback,0.05148446885189634,2015
532,EN,0.03432297923459756,2015
533,final,0.03432297923459756,2015
534,COMMUNICATION,0.03432297923459756,2015
535,FROM,0.03432297923459756,2015
536,PARLIAMENT,0.03432297923459756,2015
537,COUNCIL,0.03432297923459756,2015
538,CENTRAL,0.03432297923459756,2015
539,ECONOMIC,0.03432297923459756,2015
540,SOCIAL,0.03432297923459756,2015
541,OF,0.03432297923459756,2015
542,REGIONS,0.03432297923459756,2015
543,EURO,0.03432297923459756,2015
544,PEAN,0.03432297923459756,2015
545,lot,0.03432297923459756,2015
546,despite,0.03432297923459756,2015
547,weaker,0.03432297923459756,2015
548,momentum,0.03432297923459756,2015
549,slow,0.03432297923459756,2015
550,ongoing,0.03432297923459756,2015
551,specific,0.03432297923459756,2015
552,back,0.03432297923459756,2015
553,sovereign,0.03432297923459756,2015
554,adjustment,0.03432297923459756,2015
555,due,0.03432297923459756,2015
556,uncertainty,0.03432297923459756,2015
557,pressure,0.03432297923459756,2015
558,emerging,0.03432297923459756,2015
559,agenda,0.03432297923459756,2015
560,Jobs,0.03432297923459756,2015
561,fresh,0.03432297923459756,2015
562,start,0.03432297923459756,2015
563,generate,0.03432297923459756,2015
564,announced,0.03432297923459756,2015
565,Key,0.03432297923459756,2015
566,Real,0.03432297923459756,2015
567,reach,0.03432297923459756,2015
568,0.8,0.03432297923459756,2015
569,slowly,0.03432297923459756,2015
570,1.5,0.03432297923459756,2015
571,2016,0.03432297923459756,2015
572,reached,0.03432297923459756,2015
573,ent,0.03432297923459756,2015
574,vary,0.03432297923459756,2015
575,Greece,0.03432297923459756,2015
576,trend,0.03432297923459756,2015
577,ratios,0.03432297923459756,2015
578,decrease,0.03432297923459756,2015
579,next,0.03432297923459756,2015
580,ear,0.03432297923459756,2015
581,remain,0.03432297923459756,2015
582,outlines,0.03432297923459756,2015
583,features,0.03432297923459756,2015
584,achieved,0.03432297923459756,2015
585,deliver,0.03432297923459756,2015
586,thus,0.03432297923459756,2015
587,return,0.03432297923459756,2015
588,determined,0.03432297923459756,2015
589,ion,0.03432297923459756,2015
590,ha,0.03432297923459756,2015
591,effectiv,0.03432297923459756,2015
592,ely,0.03432297923459756,2015
593,Central,0.03432297923459756,2015
594,setting,0.03432297923459756,2015
595,stance,0.03432297923459756,2015
596,broader,0.03432297923459756,2015
597,last,0.03432297923459756,2015
598,covered,0.03432297923459756,2015
599,Targeted,0.03432297923459756,2015
600,sheet,0.03432297923459756,2015
601,differences,0.03432297923459756,2015
602,recommends,0.03432297923459756,2015
603,alongside,0.03432297923459756,2015
604,forward,0.03432297923459756,2015
605,ove,0.03432297923459756,2015
606,opportunities,0.03432297923459756,2015
607,red,0.03432297923459756,2015
608,tape,0.03432297923459756,2015
609,promote,0.03432297923459756,2015
610,climate,0.03432297923459756,2015
611,vel,0.03432297923459756,2015
612,control,0.03432297923459756,2015
613,Fiscal,0.03432297923459756,2015
614,inve,0.03432297923459756,2015
615,stment,0.03432297923459756,2015
616,supportive,0.03432297923459756,2015
617,fairness,0.03432297923459756,2015
618,allows,0.03432297923459756,2015
619,Graph,0.03432297923459756,2015
620,critical,0.03432297923459756,2015
621,mutually,0.03432297923459756,2015
622,effects,0.03432297923459756,2015
623,streamline,0.03432297923459756,2015
624,since,0.03432297923459756,2015
625,2007,0.03432297923459756,2015
626,weak,0.03432297923459756,2015
627,percentage,0.03432297923459756,2015
628,investme,0.03432297923459756,2015
629,long-,0.03432297923459756,2015
630,Recent,0.03432297923459756,2015
631,example,0.03432297923459756,2015
632,households,0.03432297923459756,2015
633,benefit,0.03432297923459756,2015
634,la,0.03432297923459756,2015
635,technologies,0.03432297923459756,2015
636,Education,0.03432297923459756,2015
637,meet,0.03432297923459756,2015
638,rapid,0.03432297923459756,2015
639,ageing,0.03432297923459756,2015
640,Portugal,0.03432297923459756,2015
641,networks,0.03432297923459756,2015
642,latest,0.03432297923459756,2015
643,trade,0.03432297923459756,2015
644,And,0.03432297923459756,2015
645,broadband,0.03432297923459756,2015
646,data,0.03432297923459756,2015
647,stock,0.03432297923459756,2015
648,expe,0.03432297923459756,2015
649,indebtedness,0.03432297923459756,2015
650,fr,0.03432297923459756,2015
651,om,0.03432297923459756,2015
652,getting,0.03432297923459756,2015
653,savings,0.03432297923459756,2015
654,ample,0.03432297923459756,2015
655,money,0.03432297923459756,2015
656,room,0.03432297923459756,2015
657,All,0.03432297923459756,2015
658,budget,0.03432297923459756,2015
659,tools,0.03432297923459756,2015
660,per,0.03432297923459756,2015
661,turn,0.03432297923459756,2015
662,co-financing,0.03432297923459756,2015
663,significance,0.03432297923459756,2015
664,strate,0.03432297923459756,2015
665,total,0.03432297923459756,2015
666,presenting,0.03432297923459756,2015
667,complement,0.03432297923459756,2015
668,2017,0.03432297923459756,2015
669,instance,0.03432297923459756,2015
670,Strategic,0.03432297923459756,2015
671,mu,0.03432297923459756,2015
672,going,0.03432297923459756,2015
673,contributions,0.03432297923459756,2015
674,central,0.03432297923459756,2015
675,indus,0.03432297923459756,2015
676,ble,0.03432297923459756,2015
677,bring,0.03432297923459756,2015
678,objectives,0.03432297923459756,2015
679,step,0.03432297923459756,2015
680,dimension,0.03432297923459756,2015
681,vital,0.03432297923459756,2015
682,developed,0.03432297923459756,2015
683,avoid,0.03432297923459756,2015
684,solutions,0.03432297923459756,2015
685,delivery,0.03432297923459756,2015
686,mobilisation,0.03432297923459756,2015
687,initiatives,0.03432297923459756,2015
688,attractive,0.03432297923459756,2015
689,partnership,0.03432297923459756,2015
690,strategic,0.03432297923459756,2015
691,fully,0.03432297923459756,2015
692,inst,0.03432297923459756,2015
693,Making,0.03432297923459756,2015
694,technical,0.03432297923459756,2015
695,ce,0.03432297923459756,2015
696,project,0.03432297923459756,2015
697,prom,0.03432297923459756,2015
698,facilitate,0.03432297923459756,2015
699,incentivise,0.03432297923459756,2015
700,alternative,0.03432297923459756,2015
701,ces,0.03432297923459756,2015
702,STRUCTURAL,0.03432297923459756,2015
703,REFORMS,0.03432297923459756,2015
704,attract,0.03432297923459756,2015
705,industries,0.03432297923459756,2015
706,smart,0.03432297923459756,2015
707,deepening,0.03432297923459756,2015
708,regulations,0.03432297923459756,2015
709,enterprises,0.03432297923459756,2015
710,complemented,0.03432297923459756,2015
711,rms,0.03432297923459756,2015
712,AT,0.03432297923459756,2015
713,LEVEL,0.03432297923459756,2015
714,With,0.03432297923459756,2015
715,online,0.03432297923459756,2015
716,Consumers,0.03432297923459756,2015
717,deeper,0.03432297923459756,2015
718,external,0.03432297923459756,2015
719,stronger,0.03432297923459756,2015
720,thr,0.03432297923459756,2015
721,ough,0.03432297923459756,2015
722,agreements,0.03432297923459756,2015
723,major,0.03432297923459756,2015
724,security,0.03432297923459756,2015
725,freedom,0.03432297923459756,2015
726,14,0.03432297923459756,2015
727,another,0.03432297923459756,2015
728,practices,0.03432297923459756,2015
729,legal,0.03432297923459756,2015
730,place,0.03432297923459756,2015
731,mark,0.03432297923459756,2015
732,resilient,0.03432297923459756,2015
733,agreed,0.03432297923459756,2015
734,en,0.03432297923459756,2015
735,modernising,0.03432297923459756,2015
736,St,0.03432297923459756,2015
737,mechanisms,0.03432297923459756,2015
738,leverage,0.03432297923459756,2015
739,Ambitious,0.03432297923459756,2015
740,REFIT,0.03432297923459756,2015
741,law,0.03432297923459756,2015
742,simpler,0.03432297923459756,2015
743,citizens,0.03432297923459756,2015
744,evaluation,0.03432297923459756,2015
745,reforming,0.03432297923459756,2015
746,model,0.03432297923459756,2015
747,prevention,0.03432297923459756,2015
748,poverty,0.03432297923459756,2015
749,vulnerable,0.03432297923459756,2015
750,results,0.03432297923459756,2015
751,effective,0.03432297923459756,2015
752,rationalisation,0.03432297923459756,2015
753,According,0.03432297923459756,2015
754,raise,0.03432297923459756,2015
755,contracts,0.03432297923459756,2015
756,firm,0.03432297923459756,2015
757,wa,0.03432297923459756,2015
758,youth,0.03432297923459756,2015
759,implemented,0.03432297923459756,2015
760,rkets,0.03432297923459756,2015
761,helped,0.03432297923459756,2015
762,according,0.03432297923459756,2015
763,although,0.03432297923459756,2015
764,dynamics,0.03432297923459756,2015
765,competitive,0.03432297923459756,2015
766,dispute,0.03432297923459756,2015
767,resolution,0.03432297923459756,2015
768,fo,0.03432297923459756,2015
769,unemployed,0.03432297923459756,2015
770,employed,0.03432297923459756,2015
771,professional,0.03432297923459756,2015
772,force,0.03432297923459756,2015
773,young,0.03432297923459756,2015
774,income,0.03432297923459756,2015
775,ment,0.03432297923459756,2015
776,Youth,0.03432297923459756,2015
777,Operational,0.03432297923459756,2015
778,limits,0.03432297923459756,2015
779,Removing,0.03432297923459756,2015
780,scope,0.03432297923459756,2015
781,certain,0.03432297923459756,2015
782,crucial,0.03432297923459756,2015
783,degree,0.03432297923459756,2015
784,wage,0.03432297923459756,2015
785,adequacy,0.03432297923459756,2015
786,majority,0.03432297923459756,2015
787,spent,0.03432297923459756,2015
788,Modernising,0.03432297923459756,2015
789,stages,0.03432297923459756,2015
790,accessible,0.03432297923459756,2015
791,shown,0.03432297923459756,2015
792,regards,0.03432297923459756,2015
793,undertaken,0.03432297923459756,2015
794,uneven,0.03432297923459756,2015
795,gain,0.03432297923459756,2015
796,processes,0.03432297923459756,2015
797,form,0.03432297923459756,2015
798,clarity,0.03432297923459756,2015
799,iv,0.03432297923459756,2015
800,closely,0.03432297923459756,2015
801,ons,0.03432297923459756,2015
802,designed,0.03432297923459756,2015
803,improved,0.03432297923459756,2015
804,face,0.03432297923459756,2015
805,smooth,0.03432297923459756,2015
806,various,0.03432297923459756,2015
807,addition,0.03432297923459756,2015
808,carried,0.03432297923459756,2015
809,simplification,0.03432297923459756,2015
810,fost,0.03432297923459756,2015
