,bigrams,rel_freq,year
75,less_marked,0.03741114852225963,2011
76,marked_parts,0.03741114852225963,2011
77,parts_world,0.11223344556677892,2011
78,world_the,0.03741114852225963,2011
79,eu_'s,0.14964459408903852,2011
80,'s_high,0.03741114852225963,2011
81,high_levels,0.18705574261129815,2011
82,levels_social,0.03741114852225963,2011
83,social_protection,0.03741114852225963,2011
84,protection_cushioned,0.03741114852225963,2011
85,cushioned_wo,0.03741114852225963,2011
86,wo_rst,0.03741114852225963,2011
87,rst_impact,0.03741114852225963,2011
88,impact_crisis,0.07482229704451926,2011
89,crisis_weak,0.03741114852225963,2011
90,weak_productivity,0.03741114852225963,2011
91,productivity_growth,0.03741114852225963,2011
92,growth_recove,0.03741114852225963,2011
93,recove_ry,0.03741114852225963,2011
94,ry_slower,0.03741114852225963,2011
95,slower_europe,0.03741114852225963,2011
96,europe_according,0.03741114852225963,2011
97,according_latest,0.03741114852225963,2011
98,latest_forecasts,0.03741114852225963,2011
99,forecasts_signs,0.03741114852225963,2011
100,signs_economic,0.03741114852225963,2011
101,economic_recovery,0.03741114852225963,2011
102,recovery_albeit,0.03741114852225963,2011
103,albeit_still,0.03741114852225963,2011
104,still_uneven,0.03741114852225963,2011
105,uneven_while,0.03741114852225963,2011
106,while_financ,0.03741114852225963,2011
107,financ_markets,0.03741114852225963,2011
108,markets_remain,0.03741114852225963,2011
109,remain_volatile,0.03741114852225963,2011
110,volatile_real,0.03741114852225963,2011
111,real_economy,0.07482229704451926,2011
112,economy_shown,0.03741114852225963,2011
113,shown_signs,0.03741114852225963,2011
114,signs_improvement,0.03741114852225963,2011
115,improvement_quarters,0.03741114852225963,2011
116,quarters_led,0.03741114852225963,2011
117,led_growing,0.03741114852225963,2011
118,growing_exports,0.03741114852225963,2011
119,exports_resumption,0.03741114852225963,2011
120,resumption_global,0.03741114852225963,2011
121,global_trade,0.07482229704451926,2011
122,trade_nonetheless,0.03741114852225963,2011
123,nonetheless_uncertainties,0.03741114852225963,2011
124,uncertainties_remain,0.03741114852225963,2011
125,remain_periods,0.03741114852225963,2011
126,periods_renewed,0.03741114852225963,2011
127,renewed_confid,0.03741114852225963,2011
128,confid_ence,0.03741114852225963,2011
129,ence_return,0.03741114852225963,2011
130,return_growth,0.07482229704451926,2011
131,growth_alternate,0.03741114852225963,2011
132,alternate_setbacks,0.03741114852225963,2011
133,setbacks_also,0.03741114852225963,2011
134,also_due,0.03741114852225963,2011
135,due_risks,0.03741114852225963,2011
136,risks_associated,0.03741114852225963,2011
137,associated_sovereign,0.03741114852225963,2011
138,sovereign_debt,0.11223344556677892,2011
139,debt_market,0.03741114852225963,2011
140,market_european,0.03741114852225963,2011
141,european_economies,0.03741114852225963,2011
142,economies_face,0.03741114852225963,2011
143,face_major,0.07482229704451926,2011
144,major_adjustments,0.03741114852225963,2011
145,adjustments_the,0.03741114852225963,2011
146,the_financ,0.03741114852225963,2011
147,financ_sector,0.14964459408903852,2011
148,sector_ha,0.03741114852225963,2011
149,ha_yet,0.03741114852225963,2011
150,yet_returned,0.03741114852225963,2011
151,returned_normal,0.03741114852225963,2011
152,normal_conditions,0.03741114852225963,2011
153,conditions_situations,0.03741114852225963,2011
154,situations_vulnerability,0.03741114852225963,2011
155,vulnerability_stress,0.03741114852225963,2011
156,stress_dependency,0.03741114852225963,2011
157,dependency_state-support,0.03741114852225963,2011
158,state-support_credit,0.03741114852225963,2011
159,credit_conditions,0.03741114852225963,2011
160,conditions_yet,0.03741114852225963,2011
161,yet_back,0.03741114852225963,2011
162,back_normal,0.03741114852225963,2011
163,normal_number,0.03741114852225963,2011
164,number_member,0.03741114852225963,2011
165,member_states,1.1971567527123081,2011
166,states_household,0.03741114852225963,2011
167,household_corporate,0.03741114852225963,2011
168,corporate_debts,0.03741114852225963,2011
169,debts_still,0.03741114852225963,2011
170,still_excessive,0.03741114852225963,2011
171,excessive_impact,0.03741114852225963,2011
172,crisis_in,0.07482229704451926,2011
173,in_spite,0.03741114852225963,2011
174,spite_prompt,0.03741114852225963,2011
175,prompt_response,0.03741114852225963,2011
176,response_given,0.03741114852225963,2011
177,given_eu,0.03741114852225963,2011
178,eu_th,0.03741114852225963,2011
179,th_e,0.29928918817807704,2011
180,e_legacy,0.03741114852225963,2011
181,legacy_crisis,0.03741114852225963,2011
182,crisis_far,0.03741114852225963,2011
183,far_reaching,0.03741114852225963,2011
184,reaching_it,0.03741114852225963,2011
185,it_resulted,0.03741114852225963,2011
186,resulted_large,0.03741114852225963,2011
187,large_loss,0.03741114852225963,2011
188,loss_economic,0.03741114852225963,2011
189,economic_activity,0.03741114852225963,2011
190,activity_substantial,0.03741114852225963,2011
191,substantial_increase,0.03741114852225963,2011
192,unemployment_steep,0.03741114852225963,2011
193,steep_fall,0.03741114852225963,2011
194,fall_productivity,0.03741114852225963,2011
195,productivity_badly,0.03741114852225963,2011
196,badly_weakened,0.03741114852225963,2011
197,weakened_public,0.03741114852225963,2011
198,financ_by,0.03741114852225963,2011
199,by_end,0.03741114852225963,2011
200,end_2012,0.03741114852225963,2011
201,2012_eleven,0.03741114852225963,2011
202,eleven_member,0.03741114852225963,2011
203,states_expected,0.03741114852225963,2011
204,expected_still,0.03741114852225963,2011
205,still_remain,0.03741114852225963,2011
206,remain_output,0.03741114852225963,2011
207,output_levels,0.03741114852225963,2011
208,levels_preceding,0.03741114852225963,2011
209,preceding_crisis,0.03741114852225963,2011
210,in_2010,0.03741114852225963,2011
211,2010_eu,0.03741114852225963,2011
212,eu_gross,0.03741114852225963,2011
213,gross_government,0.03741114852225963,2011
214,government_debt,0.03741114852225963,2011
215,debt_rose,0.03741114852225963,2011
216,rose_aggregate,0.03741114852225963,2011
217,aggregate_around,0.03741114852225963,2011
218,around_85,0.03741114852225963,2011
219,85_%,0.03741114852225963,2011
220,%_gdp,0.14964459408903852,2011
221,gdp_euro,0.03741114852225963,2011
222,euro_area,0.22446689113355783,2011
223,area_80,0.03741114852225963,2011
224,80_%,0.03741114852225963,2011
225,%_eu-wide,0.03741114852225963,2011
226,eu-wide_the,0.03741114852225963,2011
227,the_budgetary,0.03741114852225963,2011
228,budgetary_imp,0.03741114852225963,2011
229,imp_act,0.03741114852225963,2011
230,act_crisis,0.03741114852225963,2011
231,crisis_com,0.03741114852225963,2011
232,com_pound,0.03741114852225963,2011
233,pound_effect,0.03741114852225963,2011
234,effect_demographic,0.03741114852225963,2011
235,demographic_change,0.07482229704451926,2011
236,change_add,0.03741114852225963,2011
237,add_fiscal,0.03741114852225963,2011
238,fiscal_burden,0.03741114852225963,2011
239,burden_4.5,0.03741114852225963,2011
240,4.5_%,0.03741114852225963,2011
241,gdp_long,0.03741114852225963,2011
242,long_term,0.14964459408903852,2011
243,term_structural,0.03741114852225963,2011
244,structural_weaknesses,0.03741114852225963,2011
245,weaknesses_tackled,0.03741114852225963,2011
246,tackled_crisis,0.03741114852225963,2011
247,crisis_become,0.03741114852225963,2011
248,become_apparent,0.03741114852225963,2011
249,apparent_urgent,0.03741114852225963,2011
250,urgent_the,0.03741114852225963,2011
251,the_crisis,0.07482229704451926,2011
252,crisis_taken,0.03741114852225963,2011
253,taken_heavy,0.03741114852225963,2011
254,heavy_toll,0.03741114852225963,2011
255,toll_europe's,0.03741114852225963,2011
256,europe's_societies,0.03741114852225963,2011
257,societies_despite,0.03741114852225963,2011
258,despite_th,0.03741114852225963,2011
259,e_cushioning,0.03741114852225963,2011
260,cushioning_provided,0.03741114852225963,2011
261,provided_welfare,0.03741114852225963,2011
262,welfare_systems,0.07482229704451926,2011
263,systems_the,0.03741114852225963,2011
264,the_rise,0.03741114852225963,2011
265,rise_unemployment,0.03741114852225963,2011
266,unemployment_central,0.03741114852225963,2011
267,central_problem,0.03741114852225963,2011
268,problem_on,0.03741114852225963,2011
269,on_aggregate,0.03741114852225963,2011
270,aggregate_9.6,0.03741114852225963,2011
271,9.6_%,0.03741114852225963,2011
272,%_working,0.03741114852225963,2011
273,working_population,0.03741114852225963,2011
274,population_unemployed,0.03741114852225963,2011
275,unemployed_in,0.03741114852225963,2011
276,in_c,0.03741114852225963,2011
277,c_ountries,0.03741114852225963,2011
278,ountries_youth,0.03741114852225963,2011
279,youth_unemployment,0.03741114852225963,2011
280,unemployment_high,0.03741114852225963,2011
281,high_40,0.03741114852225963,2011
282,40_%,0.03741114852225963,2011
283,%_around,0.03741114852225963,2011
284,around_80,0.03741114852225963,2011
285,80_million,0.03741114852225963,2011
286,million_people,0.03741114852225963,2011
287,people_estimated,0.03741114852225963,2011
288,estimated_live,0.03741114852225963,2011
289,live_poverty,0.03741114852225963,2011
290,poverty_line,0.03741114852225963,2011
291,line_europe,0.03741114852225963,2011
292,europe_the,0.03741114852225963,2011
293,the_economic,0.03741114852225963,2011
294,economic_crisis,0.03741114852225963,2011
295,crisis_global,0.03741114852225963,2011
296,global_crisis,0.03741114852225963,2011
297,crisis_impact,0.03741114852225963,2011
298,impact_different,0.03741114852225963,2011
299,different_across,0.03741114852225963,2011
300,across_world,0.03741114852225963,2011
301,world_while,0.03741114852225963,2011
302,while_unemployment,0.03741114852225963,2011
303,unemployment_public,0.03741114852225963,2011
304,public_deficits,0.03741114852225963,2011
305,deficits_increased,0.03741114852225963,2011
306,increased_sharply,0.03741114852225963,2011
307,sharply_us,0.03741114852225963,2011
308,us_eu,0.03741114852225963,2011
309,eu_crisis,0.03741114852225963,2011
310,crisis_aggravated,0.03741114852225963,2011
311,aggravated_labour,0.03741114852225963,2011
312,labour_productivity,0.07482229704451926,2011
313,productivity_gap,0.07482229704451926,2011
314,gap_eu,0.03741114852225963,2011
315,eu_us,0.03741114852225963,2011
316,us_price,0.03741114852225963,2011
317,price_cost,0.03741114852225963,2011
318,cost_competitiveness,0.03741114852225963,2011
319,competitiveness_remain,0.03741114852225963,2011
320,remain_problematic,0.03741114852225963,2011
321,problematic_emerging,0.03741114852225963,2011
322,emerging_econom,0.03741114852225963,2011
323,econom_ies,0.03741114852225963,2011
324,ies_returning,0.03741114852225963,2011
325,returning_growth,0.03741114852225963,2011
326,growth_faster,0.03741114852225963,2011
327,faster_pace,0.03741114852225963,2011
328,pace_although,0.03741114852225963,2011
329,although_also,0.03741114852225963,2011
330,also_face,0.03741114852225963,2011
331,major_econo,0.03741114852225963,2011
332,econo_mic,0.03741114852225963,2011
333,mic_challenges,0.03741114852225963,2011
334,challenges_therefore,0.03741114852225963,2011
335,therefore_eu,0.03741114852225963,2011
336,eu_needs,0.03741114852225963,2011
337,needs_use,0.03741114852225963,2011
338,use_crisis,0.03741114852225963,2011
339,crisis_address,0.03741114852225963,2011
340,address_decisively,0.03741114852225963,2011
341,decisively_issue,0.03741114852225963,2011
342,issue_global,0.03741114852225963,2011
343,global_competitiveness,0.03741114852225963,2011
344,competitiveness_en,0.03741114852225963,2011
345,en_3,0.03741114852225963,2011
346,3_en,0.03741114852225963,2011
347,en_outlook,0.03741114852225963,2011
348,outlook_the,0.03741114852225963,2011
349,crisis_could,0.03741114852225963,2011
350,could_lasti,0.03741114852225963,2011
351,lasti_ng,0.03741114852225963,2011
352,ng_effect,0.03741114852225963,2011
353,effect_potential,0.03741114852225963,2011
354,potential_growth,0.11223344556677892,2011
355,growth_me,0.03741114852225963,2011
356,me_dium,0.03741114852225963,2011
357,dium_term,0.03741114852225963,2011
358,term_potential,0.03741114852225963,2011
359,growth_europe,0.03741114852225963,2011
360,europe_projected,0.03741114852225963,2011
361,projected_remain,0.03741114852225963,2011
362,remain_low,0.03741114852225963,2011
363,low_estim,0.03741114852225963,2011
364,estim_ated,0.03741114852225963,2011
365,ated_around,0.03741114852225963,2011
366,around_1.5,0.03741114852225963,2011
367,1.5_%,0.03741114852225963,2011
368,%_2020,0.07482229704451926,2011
369,2020_structural,0.03741114852225963,2011
370,structural_action,0.03741114852225963,2011
371,action_taken,0.03741114852225963,2011
372,taken_namely,0.03741114852225963,2011
373,namely_resolve,0.03741114852225963,2011
374,resolve_labour,0.03741114852225963,2011
375,gap_main,0.03741114852225963,2011
376,main_competitors,0.07482229704451926,2011
377,competitors_given,0.03741114852225963,2011
378,given_cyclical,0.03741114852225963,2011
379,cyclical_nature,0.03741114852225963,2011
380,nature_rec,0.03741114852225963,2011
381,rec_overy,0.03741114852225963,2011
382,overy_alone,0.03741114852225963,2011
383,alone_provide,0.03741114852225963,2011
384,provide_im,0.03741114852225963,2011
385,im_petus,0.03741114852225963,2011
386,petus_leading,0.03741114852225963,2011
387,leading_europe,0.03741114852225963,2011
388,europe_back,0.03741114852225963,2011
389,back_pre-crisis,0.03741114852225963,2011
390,pre-crisis_economic,0.03741114852225963,2011
391,economic_situation,0.03741114852225963,2011
392,situation_absorb,0.03741114852225963,2011
393,absorb_deficit,0.03741114852225963,2011
394,deficit_accumulated,0.03741114852225963,2011
395,accumulated_to,0.03741114852225963,2011
396,to_avoid,0.03741114852225963,2011
397,avoid_stagnation,0.03741114852225963,2011
398,stagnation_unsustainable,0.03741114852225963,2011
399,unsustainable_debt,0.11223344556677892,2011
400,debt_tren,0.03741114852225963,2011
401,tren_ds,0.03741114852225963,2011
402,ds_accumulated,0.03741114852225963,2011
403,accumulated_imbalances,0.03741114852225963,2011
404,imbalances_ensure,0.03741114852225963,2011
405,ensure_competitiveness,0.03741114852225963,2011
406,competitiveness_europe,0.03741114852225963,2011
407,europe_needs,0.03741114852225963,2011
408,needs_accelerate,0.03741114852225963,2011
409,accelerate_th,0.03741114852225963,2011
410,e_consolidation,0.03741114852225963,2011
411,consolidation_public,0.03741114852225963,2011
412,financ_reform,0.03741114852225963,2011
413,reform_financ,0.03741114852225963,2011
414,sector_frontload,0.03741114852225963,2011
415,frontload_structural,0.03741114852225963,2011
416,structural_reforms,0.18705574261129815,2011
417,reforms_that,0.03741114852225963,2011
418,that_european,0.03741114852225963,2011
419,european_council,0.22446689113355783,2011
420,council_adopted,0.03741114852225963,2011
421,adopted_europe,0.03741114852225963,2011
422,europe_2020,0.411522633744856,2011
423,2020_strategy,0.29928918817807704,2011
424,strategy_ambitious,0.03741114852225963,2011
425,ambitious_targets,0.03741114852225963,2011
426,targets_new,0.03741114852225963,2011
427,new_growth,0.03741114852225963,2011
428,growth_path,0.03741114852225963,2011
429,path_1,0.03741114852225963,2011
430,1_the,0.03741114852225963,2011
431,the_preliminary,0.03741114852225963,2011
432,preliminary_indications,0.03741114852225963,2011
433,indications_member,0.03741114852225963,2011
434,states_national,0.03741114852225963,2011
435,national_targets,0.03741114852225963,2011
436,targets_five,0.03741114852225963,2011
437,five_areas,0.03741114852225963,2011
438,areas_agr,0.03741114852225963,2011
439,agr_eed,0.03741114852225963,2011
440,eed_europe,0.03741114852225963,2011
441,strategy_clearly,0.03741114852225963,2011
442,clearly_show,0.03741114852225963,2011
443,show_road,0.03741114852225963,2011
444,road_eu,0.03741114852225963,2011
445,eu_travel,0.03741114852225963,2011
446,travel_deliver,0.03741114852225963,2011
447,deliver_ambitions,0.03741114852225963,2011
448,ambitions_if,0.03741114852225963,2011
449,if_fully,0.03741114852225963,2011
450,fully_implemented,0.03741114852225963,2011
451,implemented_strategy,0.03741114852225963,2011
452,strategy_help,0.03741114852225963,2011
453,help_eu,0.03741114852225963,2011
454,eu_come,0.03741114852225963,2011
455,come_stronger,0.03741114852225963,2011
456,stronger_crisis,0.03741114852225963,2011
457,crisis_turn,0.03741114852225963,2011
458,turn_eu,0.03741114852225963,2011
459,eu_smart,0.03741114852225963,2011
460,smart_sustaina,0.03741114852225963,2011
461,sustaina_ble,0.03741114852225963,2011
462,ble_inclusive,0.03741114852225963,2011
463,inclusive_economy,0.03741114852225963,2011
464,economy_delivering,0.03741114852225963,2011
465,delivering_high,0.03741114852225963,2011
466,levels_employment,0.03741114852225963,2011
467,employment_productivity,0.03741114852225963,2011
468,productivity_competitiveness,0.03741114852225963,2011
469,competitiveness_social,0.03741114852225963,2011
470,social_cohesi,0.03741114852225963,2011
471,cohesi_this,0.03741114852225963,2011
472,this_deliver,0.03741114852225963,2011
473,deliver_competitive,0.03741114852225963,2011
474,competitive_social,0.03741114852225963,2011
475,social_market,0.03741114852225963,2011
476,market_economy,0.03741114852225963,2011
477,economy_twenty,0.03741114852225963,2011
478,twenty_first,0.03741114852225963,2011
479,first_century,0.03741114852225963,2011
480,century_boos,0.03741114852225963,2011
481,boos_ting,0.03741114852225963,2011
482,ting_confidence,0.03741114852225963,2011
483,confidence_market,0.03741114852225963,2011
484,market_actors,0.03741114852225963,2011
485,actors_companies,0.03741114852225963,2011
486,companies_citizens,0.03741114852225963,2011
487,citizens_alike,0.03741114852225963,2011
488,alike_the,0.03741114852225963,2011
489,the_annual,0.03741114852225963,2011
490,survey_launches,0.03741114852225963,2011
491,launches_european,0.03741114852225963,2011
492,semester_in,0.03741114852225963,2011
493,in_context,0.03741114852225963,2011
494,context_eu,0.03741114852225963,2011
495,eu_also,0.03741114852225963,2011
496,also_decided,0.03741114852225963,2011
497,decided_change,0.03741114852225963,2011
498,change_economic,0.03741114852225963,2011
499,governance_january,0.03741114852225963,2011
500,january_2011,0.03741114852225963,2011
501,2011_launches,0.03741114852225963,2011
502,launches_first,0.03741114852225963,2011
503,semester_ex-ant,0.03741114852225963,2011
504,ex-ant_e,0.03741114852225963,2011
505,e_policy,0.03741114852225963,2011
506,policy_co-ordination,0.03741114852225963,2011
507,co-ordination_starting,0.03741114852225963,2011
508,starting_annual,0.03741114852225963,2011
509,survey_anchored,0.03741114852225963,2011
510,anchored_europe,0.11223344556677892,2011
511,strategy_this,0.07482229704451926,2011
512,this_annual,0.07482229704451926,2011
513,survey_brings,0.03741114852225963,2011
514,brings_together,0.03741114852225963,2011
515,together_different,0.03741114852225963,2011
516,different_actions,0.03741114852225963,2011
517,actions_wh,0.03741114852225963,2011
518,wh_ich,0.03741114852225963,2011
519,ich_essential,0.03741114852225963,2011
520,essential_strengthen,0.03741114852225963,2011
521,strengthen_recovery,0.03741114852225963,2011
522,recovery_short-term,0.03741114852225963,2011
523,short-term_keep,0.03741114852225963,2011
524,keep_pace,0.03741114852225963,2011
525,pace_main,0.03741114852225963,2011
526,competitors_prepare,0.03741114852225963,2011
527,prepare_eu,0.03741114852225963,2011
528,eu_move,0.03741114852225963,2011
529,move_towards,0.03741114852225963,2011
530,towards_europe,0.03741114852225963,2011
531,2020_objectives,0.03741114852225963,2011
532,objectives_given,0.03741114852225963,2011
533,given_urgency,0.03741114852225963,2011
534,urgency_commission,0.03741114852225963,2011
535,commission_chosen,0.03741114852225963,2011
536,chosen_present,0.03741114852225963,2011
537,present_10,0.03741114852225963,2011
538,10_priority,0.03741114852225963,2011
539,priority_actions,0.03741114852225963,2011
540,actions_the,0.03741114852225963,2011
541,commission_continue,0.03741114852225963,2011
542,continue_work,0.03741114852225963,2011
543,work_broad,0.03741114852225963,2011
544,broad_range,0.03741114852225963,2011
545,range_policy,0.03741114852225963,2011
546,policy_areas,0.03741114852225963,2011
547,areas_including,0.03741114852225963,2011
548,including_trade,0.03741114852225963,2011
549,trade_host,0.03741114852225963,2011
550,host_internal,0.03741114852225963,2011
551,internal_policies,0.03741114852225963,2011
552,policies_these,0.03741114852225963,2011
553,these_developed,0.03741114852225963,2011
554,developed_in,0.03741114852225963,2011
555,in_th,0.03741114852225963,2011
556,th_communication,0.03741114852225963,2011
557,communication_commission,0.03741114852225963,2011
558,commission_focuses,0.03741114852225963,2011
559,focuses_integrated,0.03741114852225963,2011
560,integrated_approach,0.07482229704451926,2011
561,approach_recovery,0.03741114852225963,2011
562,recovery_concentrating,0.03741114852225963,2011
563,concentrating_key,0.03741114852225963,2011
564,key_measures,0.03741114852225963,2011
565,measures_context,0.03741114852225963,2011
566,context_europe,0.03741114852225963,2011
567,2020_encompassing,0.03741114852225963,2011
568,encompassing_three,0.03741114852225963,2011
569,three_main,0.03741114852225963,2011
570,main_areas,0.03741114852225963,2011
571,areas_œ,0.03741114852225963,2011
572,œ_the,0.03741114852225963,2011
573,the_need,0.03741114852225963,2011
574,need_rigorous,0.03741114852225963,2011
575,rigorous_fiscal,0.11223344556677892,2011
576,fiscal_consolidation,0.22446689113355783,2011
577,consolidation_enhancing,0.03741114852225963,2011
578,enhancing_macroeconomic,0.03741114852225963,2011
579,macroeconomic_stability,0.03741114852225963,2011
580,stability_œ,0.03741114852225963,2011
581,œ_labour,0.03741114852225963,2011
582,labour_market,0.29928918817807704,2011
583,market_reforms,0.11223344556677892,2011
584,reforms_higher,0.03741114852225963,2011
585,higher_employment,0.03741114852225963,2011
586,employment_œ,0.03741114852225963,2011
587,œ_and,0.03741114852225963,2011
588,and_growth,0.03741114852225963,2011
589,growth_enhancing,0.14964459408903852,2011
590,enhancing_measures,0.11223344556677892,2011
591,measures_this,0.03741114852225963,2011
592,survey_designed,0.03741114852225963,2011
593,designed_apply,0.03741114852225963,2011
594,apply_eu,0.03741114852225963,2011
595,eu_whole,0.03741114852225963,2011
596,whole_need,0.03741114852225963,2011
597,need_tailored,0.03741114852225963,2011
598,tailored_specific,0.03741114852225963,2011
599,specific_situation,0.03741114852225963,2011
600,situation_memb,0.03741114852225963,2011
601,memb_er,0.03741114852225963,2011
602,er_state,0.03741114852225963,2011
603,state_the,0.03741114852225963,2011
604,the_proposed,0.03741114852225963,2011
605,proposed_course,0.03741114852225963,2011
606,course_action,0.03741114852225963,2011
607,action_particularly,0.03741114852225963,2011
608,particularly_relevant,0.03741114852225963,2011
609,relevant_euro,0.03741114852225963,2011
610,area_currently,0.03741114852225963,2011
611,currently_affected,0.03741114852225963,2011
612,affected_sovereign,0.03741114852225963,2011
613,debt_crisis,0.07482229704451926,2011
614,crisis_1,0.03741114852225963,2011
615,1_raising,0.03741114852225963,2011
616,raising_employment,0.03741114852225963,2011
617,employment_rate,0.03741114852225963,2011
618,rate_raising,0.03741114852225963,2011
619,raising_investment,0.03741114852225963,2011
620,investment_levels,0.03741114852225963,2011
621,levels_r,0.03741114852225963,2011
622,r_&,0.03741114852225963,2011
623,&_d,0.03741114852225963,2011
624,d_meeting,0.03741114852225963,2011
625,meeting_climate,0.03741114852225963,2011
626,climate_change,0.03741114852225963,2011
627,change_energy,0.03741114852225963,2011
628,energy_objectives,0.03741114852225963,2011
629,objectives_improving,0.03741114852225963,2011
630,improving_tertiary,0.03741114852225963,2011
631,tertiary_equivalent,0.03741114852225963,2011
632,equivalent_education,0.03741114852225963,2011
633,education_levels,0.03741114852225963,2011
634,levels_reducing,0.03741114852225963,2011
635,reducing_early-school,0.03741114852225963,2011
636,early-school_leaving,0.03741114852225963,2011
637,leaving_promoting,0.03741114852225963,2011
638,promoting_social,0.03741114852225963,2011
639,social_inclusion,0.03741114852225963,2011
640,inclusion_reduction,0.03741114852225963,2011
641,reduction_poverty,0.03741114852225963,2011
642,poverty_en,0.03741114852225963,2011
643,en_4,0.03741114852225963,2011
644,4_en,0.03741114852225963,2011
645,en_fiscal,0.03741114852225963,2011
646,consolidation_structural,0.03741114852225963,2011
647,reforms_nd,0.03741114852225963,2011
648,nd_growth,0.03741114852225963,2011
649,measures_necessary,0.03741114852225963,2011
650,necessary_ingredients,0.03741114852225963,2011
651,ingredients_comprehensive,0.03741114852225963,2011
652,response_th,0.03741114852225963,2011
653,e_euro,0.03741114852225963,2011
654,area_must,0.03741114852225963,2011
655,must_give,0.03741114852225963,2011
656,give_crisis,0.03741114852225963,2011
657,crisis_but,0.03741114852225963,2011
658,but_comprehensive,0.03741114852225963,2011
659,response_include,0.03741114852225963,2011
660,include_elements,0.03741114852225963,2011
661,elements_e.g,0.03741114852225963,2011
662,e.g_review,0.03741114852225963,2011
663,review_european,0.03741114852225963,2011
664,european_financ,0.03741114852225963,2011
665,financ_stability,0.11223344556677892,2011
666,stability_fa,0.03741114852225963,2011
667,fa_cility,0.03741114852225963,2011
668,cility_efsf,0.03741114852225963,2011
669,efsf_as,0.03741114852225963,2011
670,as_regards,0.03741114852225963,2011
671,regards_latter,0.03741114852225963,2011
672,latter_commission,0.03741114852225963,2011
673,commission_considers,0.03741114852225963,2011
674,considers_effective,0.03741114852225963,2011
675,effective_financ,0.03741114852225963,2011
676,financ_capacity,0.03741114852225963,2011
677,capacity_ef,0.03741114852225963,2011
678,ef_sf,0.03741114852225963,2011
679,sf_must,0.03741114852225963,2011
680,must_reinforced,0.07482229704451926,2011
681,reinforced_scope,0.03741114852225963,2011
682,scope_activity,0.03741114852225963,2011
683,activity_widened,0.03741114852225963,2011
684,widened_this,0.03741114852225963,2011
685,survey_also,0.07482229704451926,2011
686,also_constitutes,0.03741114852225963,2011
687,constitutes_contribution,0.03741114852225963,2011
688,contribution_comprehensive,0.03741114852225963,2011
689,response_euro,0.03741114852225963,2011
690,euro_ar,0.03741114852225963,2011
691,ar_ea,0.03741114852225963,2011
692,ea_sovereign,0.03741114852225963,2011
